CAI Type,Entity name,Entity number,CMS number,FRN,Location ID,Street address,City,State or territory,Zip code,Longitude,Latitude,Explanation,Broadband Need,Broadband Availability
S,SPRING GROVE PRIMARY CENTER,77181,,2399026361,1387041148,702 E. 7th Street,Galena,KS,66739,-94.63412823,37.07465003,,1000,200
S,GALENA MIDDLE SCHOOL,206132,,2399026361,1387041148,702 E. 7th Street,Galena,KS,66739,-94.63412823,37.07465003,,1000,200
S,COFFEYVILLE COMMUNITY COLLEGE COLUMBUS TECHNICAL CAMPUS,,,,1387040815,509 W ELM ST,Columbus,KS,66725,-94.84871269,37.16927159,,1000,
S,COLUMBUS TECHNICAL CAMPUS,,,,1387040815,509 W Elm,Columbus,KS,66725,-94.84871269,37.16927159,,1000,
S,COLUMBUS HIGH,77168,,2399040592,1387040815,124 S High School Avenue,Columbus,KS,66725,-94.84871269,37.16927159,,1000,
S,CENTRAL ELEM,77932,,2399025367,1387040557,810 S High School Avenue,Columbus,KS,66725,-94.84902372,37.16166173,,1000,1000
S,KANSAS ONLINE LEARNING PROGRAM,,,,1387010250,2374 310th,Lost Springs,KS,66859,-96.9518849,38.52414808,,1000,1000
S,CENTRE,77266,,,1387010250,2374 310th Street,Lost Springs,KS,66859,-96.9518849,38.52414808,,1000,1000
F,KANSAS HIGHWAY PATROL CENTRAL COMMUNICATIONS,,,,1387008147,2000 N Poplar St,Hutchinson,KS,67502,-97.92723454,38.07750132,,1000,220
G,STATE FAIR BOARD,,,,1387008147,2000 N Poplar,Hutchinson,KS,67502,-97.92723454,38.07750132,,1000,220
F,HUTCHINSON CLINIC,,,,1387007870,2101 N WALDRON,Hutchinson,KS,67502,-97.89771759,38.07774034,,1000,1000
H,HUTCHINSON CLINIC PHARMACY,,20006031,,1387007870,2101 N WALDRON ST,HUTCHINSON,KS,67502,-97.89771759,38.07774034,,1000,1000
H,HUTCHINSON CLINIC PA,,20006043,,1387007870,2101 N WALDRON ST,HUTCHINSON,KS,67502,-97.89771759,38.07774034,,1000,1000
H,HUTCHINSON CLINIC PA INC,,1174041636,,1387007870,2101 N WALDRON ST,HUTCHINSON,KS,67502,-97.89771759,38.07774034,,1000,1000
H,LINCARE,,20193909,,1387006761,314 W 1ST AVE,HUTCHINSON,KS,67501,-97.93812363,38.05369793,,1000,1000
S,GRABER ELEMENTARY,77863,,2399010671,1387005334,1600 N Cleveland,Hutchinson,KS,67501,-97.91712853,38.07090666,,1000,1000
S,EDUCATION SERVICE CENTER,16032041,,2399010671,1387005333,700 E 13th,Hutchinson,KS,67501,-97.9168674,38.06740731,,1000,1000
S,HUTCHINSON COMMUNITY COLLEGE,,,,1387005130,1300 N Plum St,Hutchinson,KS,67501,-97.9204408,38.06555874,,1000,
S,HUTCHINSON HIGH SCHOOL,77864,,2399010671,1387004936,810 East 13th,Hutchinson,KS,67501,-97.91400122,38.06904757,,1000,1000
S,FAIRFIELD SCHOOLS,16061119,,2399013640,1387003931,16115 South Langdon Road,Langdon,KS,67583,-98.32318413,37.86998856,,1000,
S,COLBY MIDDLE SCHOOL,78030,,2399039012,1387001421,600 W Third St,Colby,KS,67701,-101.0524671,39.39513118,,1000,250
S,COLBY ELEM,78031,,2399039012,1387001421,600 W Third St,Colby,KS,67701,-101.0524671,39.39513118,,1000,250
S,COLBY SENIOR HIGH,78032,,2399039012,1387001421,600 W Third St,Colby,KS,67701,-101.0524671,39.39513118,,1000,250
S,BELLUS ACADEMY,,,2399008804,1386993738,1130 Westloop Place,Manhattan,KS,66502,-96.60819567,39.19166635,,1000,
H,KONZA PRAIRIE COMMUNITY HEALTH CENTER INC,,1326698366,,1386993254,2030 TECUMSEH RD,MANHATTAN,KS,66502,-96.59299001,39.19153172,,1000,1000
H,"ANDREWS AND ASSOCIATES, INC.",,1326600354,,1386993126,1506 BROWNING PL,MANHATTAN,KS,66502,-96.60658447,39.19507817,,1000,1000
H,COTTON O'NEIL CLINIC REVOCABLE TRUST,,1417902297,,1386993122,1419 WESTPORT LANDING PL,MANHATTAN,KS,66502,-96.60664548,39.19408107,,1000,1000
H,CENTERPOINTE PHYSICIANS PA,,1114993698,,1386992869,2331 TUTTLE CREEK BLVD,MANHATTAN,KS,66502,-96.57368918,39.20919158,,1000,1000
S,SOULE ELEMENTARY SCHOOL,78074,,2399013216,1386986355,401 SOULE ST,Dodge City,KS,67801,-100.0214789,37.77185137,,1000,
F,JEFFERSON COUNTY FIRE DISTRICT # 2,,,,1386970886,604 E Front ST,Perry,KS,66073,-95.38811763,39.07266083,,1000,
L,DOROTHY BRAMLAGE PUB LIBRARY,137647,,2399005683,1386958368,230 W. 7th Street,Junction City,KS,66441,-96.832878,39.02962753,,1000,2000
F,FORT RILEY FIRE DEPARTMENT,,,,1386956720,1020 Huebner RD,Fort Riley,KS,66442,-96.78511233,39.06945151,,1000,10000
F,UNIVERSITY OF KANSAS PUBLIC SAFETY OFFICE,,,,1386946654,1501 Crestline Dr,Lawrence,KS,66045,-95.24358911,38.95724791,,1000,
H,STATE OF KANSAS-ACCOUNTING SERVICES,,1124411251,,1386946654,1200 SUNNYSIDE AVE,LAWRENCE,KS,66045,-95.24358911,38.95724791,,1000,1000
S,UNIVERSITY OF KANSAS,,,,1386946654,1450 Jayhawk Blvd,Lawrence,KS,66045,-95.24358911,38.95724791,,1000,
S,BAKER UNIVERSITY,,,,1386946374,615 Dearborn Street,Baldwin City,KS,66006,-95.18828968,38.77850704,,1000,
H,SKIN WIN DERMATOLOGY PC,,1184759797,,1386934325,305 W 15TH ST,LIBERAL,KS,67901,-100.9275515,37.05461865,,1000,
H,SOUTHWEST MEDICAL CENTER,,1356347116,,1386934325,305 W 15TH ST,LIBERAL,KS,67901,-100.9275515,37.05461865,,1000,
S,Kansas State University,,,,1386933507,1081 Stadium Rd.,Liberal ,KS,67901,-100.9448172,37.04143071,,1000,220
F,SUMNER COUNTY FIRE DISTRICT 10,,,,1386927705,714 SOUTH 2ND ST,Geuda Springs,KS,67051,-97.1498847,37.10864243,,1000,2000
G,NEOSHO COUNTY OFFICE,,,,1386909291,100 S Main St,Erie,KS,66733,-95.24256207,37.56789235,,1000,
F,HANDSHY MEDICAL CLINIC - CHANUTE,,,,1386908471,1501 WEST 7TH ST,Chanute,KS,66720,-95.47298401,37.67407807,,1000,
F,NMRMC FAMILY MEDICINE CLINIC,,,,1386908471,1501 W. 7th St,Chanute,KS,66720,-95.47298401,37.67407807,,1000,
F,NMRMC ORTHOPEDIC CLINIC,,,,1386908471,1501 W. 7th St,Chanute,KS,66720,-95.47298401,37.67407807,,1000,
F,FRANKFORT COMMUNITY CARE HOME,,,,1386897362,510 N WALNUT ST,Frankfort,KS,66427,-96.41237805,39.70589115,,1000,100
H,FRANKFORT COMMUNITY CARE HOME,,175417,,1386897362,510 N WALNUT STREET,FRANKFORT,KS,66427,-96.41237805,39.70589115,,1000,100
S,SPECIAL SERVICES,,,2399038898,1386894660,1004 Oak,Marysville,KS,66508,-96.64512333,39.83818748,,1000,100
F,HEARTLAND HAVEN,,,,1386886788,1345 CHEROKEE RD,Inman,KS,67546,-97.67554037,38.22775234,,1000,50
F,KU MEDWEST AMBULATORY SURGERY CENTER LLC,,,,1386874063,7405 RENNER RD,Shawnee,KS,66217,-94.77597831,38.99465703,,1000,2000
H,JAYHAWK PRIMARY CARE INC,,1003037615,,1386874063,7405 RENNER RD,SHAWNEE,KS,66217,-94.77597831,38.99465703,,1000,2000
H,KANSAS UNIVERSITY PHYSICIANS INC,,1033230933,,1386874063,7405 RENNER RD,SHAWNEE,KS,66217,-94.77597831,38.99465703,,1000,2000
F,LEAWOOD POLICE DEPT,,,,1386869521,9617 Lee Blvd,Leawood,KS,66206,-94.61496221,38.95348891,,1000,1000
H,ANESTHESIOLOGY PROFESSIONALS PA,,1023104445,,1386869100,5675 ROE BLVD,ROELAND PARK,KS,66205,-94.63910173,39.02568713,,1000,10000
H,SUNFLOWER MEDICAL GROUP PA,,1407404486,,1386869100,5675 ROE BLVD,ROELAND PARK,KS,66205,-94.63910173,39.02568713,,1000,10000
C,ROELAND PARK COMMUNITY CENTER,,,,1386868746,4850 Rosewood Dr,Roeland Park,KS,66205,-94.64493421,39.0413277,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,2000
S,OLATHE VIRTUAL SCHOOL,,,2399022530,1386868391,14090 S. Black Bob Road,Olathe,KS,66062,-94.76212303,38.87311198,,1000,2000
H,KANSAS CARENOW URGENT CARE LLC,,1003016361,,1386867387,14721 W 151ST ST,OLATHE,KS,66062,-94.75674549,38.854301,,1000,5000
S,DAYTON CREEK ELEMENTARY SCHOOL,17030892,,2399016915,1386865058,21120 W 188th Ter,Spring Hill,KS,66083,-94.83175699,38.78902757,,1000,300
H,OVERLAND PARK SURGICAL SPECIALTIES LLC,,1043207426,,1386843017,17050 W 96TH ST,LENEXA,KS,66220,-94.78403422,38.95470104,,1000,2000
C,TOMAHAWK RIDGE COMMUNITY CENTER,,,,1386842048,11902 Lowell Ave,Overland Park,KS,66213,-94.67971773,38.9111163,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,
H,IVXPRESS INC,,1114953205,,1386841775,13340 METCALF AVE,OVERLAND PARK,KS,66213,-94.66922878,38.8861208,,1000,
H,CHERUB MEDICAL SUPPLY LLC,,20053929,,1386840082,11217 JOHNSON DR,SHAWNEE,KS,66203,-94.71644046,39.02267283,,1000,2000
F,SCOTT CITY POLICE DEPT,,,,1386826837,301 Court St,Scott City,KS,67871,-100.9087067,38.484336,,1000,1000
G,SCOTT COUNTY,,,,1386826836,303 Court St,Scott City,KS,67871,-100.9087067,38.48401607,,1000,1000
S,Kansas State University,,,,1386826835,210 W. 4th St.,Scott City,KS,67871,-100.9091787,38.48378794,,1000,500
S,HERINGTON HIGH,77811,,,1386824637,1401 North D,Herington,KS,67449,-96.94125194,38.68763833,,1000,50
P,HOUSING AUTHORITY OF THE CITY OF HERINGTON KS,,,,1386824621,201 E HELEN Street,HERINGTON,KS,67449,-96.94156797,38.67911158,,1000,1000
S,HERINGTON ELEM,77812,,,1386824502,1403 North D Street,Herington,KS,67449,-96.94077389,38.68742831,,1000,50
F,LOGAN COUNTY HOSPITAL,,,,1386818939,211 CHERRY AVE,Oakley,KS,67748,-100.8632731,39.12719838,,1000,
F,NEW FRONTIERS HEALTH SERV (MAPLE),,,,1386818939,216 MAPLE,Oakley,KS,67748,-100.8632731,39.12719838,,1000,
H,LOGAN COUNTY HOSPITAL,,171326,,1386818939,211 CHERRY AVENUE,OAKLEY,KS,67748,-100.8632731,39.12719838,,1000,
H,COUNTY OF LOGAN,,1013901958,,1386818939,211 CHERRY AVE,OAKLEY,KS,67748,-100.8632731,39.12719838,,1000,
S,OAKLEY MIDDLE SCHOOL,78059,,2399008630,1386818724,611 Center,Oakley,KS,67748,-100.8542512,39.13165273,,1000,250
F,BETHEL HOME,,,,1386816484,300 S AZTEC ST,Montezuma,KS,67867,-100.4411899,37.59307197,,1000,1000
H,BETHEL HOME,,175528,,1386816484,300 S AZTEC ST,MONTEZUMA,KS,67867,-100.4411899,37.59307197,,1000,1000
H,GIAIMO MOBILE PODIATRY LLC,,1265831994,,1386816484,300 S AZTEC ST,MONTEZUMA,KS,67867,-100.4411899,37.59307197,,1000,1000
F,RRH PHYSICIANS CLINIC,,,,1386814394,222 SOUTH KANSAS,Russell,KS,67665,-98.85919073,38.88226789,,1000,1000
F,RUSSELL POLICE DEPARTMENT,,,,1386813743,339 E 8th St,Russell,KS,67665,-98.85651747,38.8933009,,1000,1000
F,RUSSELL POLICE DEPT,,,,1386813743,339 E 8th St,Russell,KS,67665,-98.85651747,38.8933009,,1000,1000
H,SMITH COUNTY MEMORIAL HOSPITAL,,171377,,1386803436,921 E. HIGHWAY 36,SMITH CENTER,KS,66967,-98.77156797,39.77959152,,1000,
H,"HEARTLAND DERMATOLOGY AND SKIN CANCER CENTER, PA",,1104296805,,1386803436,921 E HWY 36,SMITH CENTER,KS,66967,-98.77156797,39.77959152,,1000,
S,PRATT LEARNING CENTER,,,2399010849,1386797460,401 S. Hamilton,Pratt,KS,67124,-98.74397815,37.64234742,,1000,
S,EARLY CHILDHOOD CENTER,17002232,,2399010849,1386797460,401 S. Hamilton,Pratt,KS,67124,-98.74397815,37.64234742,,1000,
F,GREAT BEND FIRE/ EMS,,,,1386795725,1205 Williams ST,Great Bend,KS,67530,-98.76695145,38.36362855,,1000,
F,WOODRIDGE ESTATES,,,,1386783428,329 N KAY LANE,Parsons,KS,67357,-95.23520134,37.34421109,,1000,1000
H,WALMART PHARMACY 10-5990,,20030265,,1386777080,2111 N AMIDON AVE,WICHITA,KS,67203,-97.36488424,37.72164835,,1000,
H,SPEECH SWALLOWING AND VOICE CENTER PA,,1104554369,,1386775939,13213 W 21ST CT,WICHITA,KS,67235,-97.4954123,37.72120731,,1000,
H,"HEARTLAND DERMATOLOGY AND SKIN CANCER CENTER, PA",,1326484999,,1386775939,13213 W 21ST CT,WICHITA,KS,67235,-97.4954123,37.72120731,,1000,
S,BUCKNER PERFORMING ARTS MAGNET ELEM,77681,,2399039775,1386774644,3530 E 27th N,Wichita,KS,67220,-97.29378419,37.73420809,,1000,5000
S,CALDWELL ELEM,77671,,2399039775,1386772901,1441 S Edgemoor,Wichita,KS,67218,-97.27279009,37.66859742,,1000,1000
S,CURTIS MIDDLE SCHOOL,77673,,2399039775,1386772901,1031 S Edgemoor,Wichita,KS,67218,-97.27279009,37.66859742,,1000,1000
S,RUTH CLARK ELEMENTARY K-5,230693,,2399016220,1386772175,1900 W. 55th Street South,Wichita,KS,67217,-97.36694541,37.59492706,,1000,1000
S,CAMPUS HIGH HAYSVILLE,77667,,2399016220,1386772174,2100 W 55th St South,Wichita,KS,67217,-97.3668674,37.59408107,,1000,1000
S,DERBY MIDDLE SCH,77393,,2399010679,1386770942,801 E Madison,Derby,KS,67037,-97.25939575,37.54655022,,1000,1000
H,"DERBY HEALTH & REHABILITATION, LLC",,175514,,1386767397,731 KLEIN CIRCLE,DERBY,KS,67037,-97.6808958,37.5753061,,1000,100
S,REX ELEM,77435,,2399016220,1386766258,1100 W. Grand,Haysville,KS,67060,-97.36493921,37.5653101,,1000,1000
S,PRAIRIE ELEMENTARY SCHOOL,76852,,2399016220,1386765687,7101 S. Meridian,Haysville,KS,67060,-97.37369018,37.56698726,,1000,1000
S,HAYSVILLE HIGH SCHOOL,,,2399016220,1386765638,1975 W. Grand Ave.,Haysville,KS,67060,-97.37626244,37.56304297,,1000,1000
S,TRI CITY DAY AT SCHOOL ALT,,,2399016220,1386765638,1975 W. Grand Ave.,Haysville,KS,67060,-97.37626244,37.56304297,,1000,1000
S,MAIZE MIDDLE SCHOOL,16048269,,2399017989,1386765198,4600 N Maize Rd,Maize,KS,67101,-97.46040186,37.7673413,,1000,
S,USD 265 - GODDARD VIRTUAL SCHOOL,,,2399004922,1386762046,19701 W. 23rd Street S,Goddard,KS,67052,-97.56741256,37.64887745,,1000,1000
S,AMELIA EARHART ELEMENTARY SCHOOL,230705,,2399004922,1386762043,19201 W. 23rd Street South,Goddard,KS,67052,-97.56619543,37.64600027,,1000,1000
S,GODDARD MIDDLE SCHOOL,77423,,2399004922,1386762042,2700 S 199th St W,Goddard,KS,67052,-97.56977379,37.64411808,,1000,1000
S,APOLLO ELEMENTARY SCHOOL,16062574,,2399004922,1386760217,16158 W Apollo,Goddard,KS,67052,-97.52733955,37.66989055,,1000,200
C,STEVE CLARK YMCA,,,,1386756242,2060 N. Mid-Campus Dr,Wichita,KS,67208,-97.29538439,37.71833802,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,
G,WICHITA STATE UNIVERISTY,,,,1386756242,1845 Fairmount,Wichita,KS,67260,-97.29538439,37.71833802,,1000,
S,WICHITA STATE UNIVERSITY,,,,1386756242,1845 N. Fairmount,Wichita,KS,67260,-97.29538439,37.71833802,,1000,
H,ASCENSION VIA CHRISTI REHABILITATION HOSPITAL INC,,1013391259,,1386751530,10100 E SHANNON WOODS ST,WICHITA,KS,67226,-97.22071783,37.73222641,,1000,
H,KANSAS JOINT AND SPINE SPECIALISTS LLC,,1407899958,,1386751530,10100 E SHANNON WOODS CIR,WICHITA,KS,67226,-97.22071783,37.73222641,,1000,
H,WICHITA SURGICAL SPECIALISTS PA,,1063419844,,1386751410,10090 E SHANNON WOODS CIR,WICHITA,KS,67226,-97.22274009,37.73258282,,1000,1000
H,"THE EYE GALLERY, LLC",,1003571324,,1386751115,12330 E 21ST ST N,WICHITA,KS,67206,-97.19471729,37.72369093,,1000,1000
S,WICHITA STATE UNIVERSITY CAMPUS OF APPLIED SCIENCES AND TECHNOLOGY,,,,1386750971,4004 N WEBB RD,Wichita,KS,67226,-97.22427324,37.75752232,,1000,1000
S,WICHITA STATE UNIVERSITY-CAMPUS OF APPLIED SCIENCES AND TECHNOLOGY,,,,1386750971,4004 N Webb Rd,Wichita,KS,67226,-97.22427324,37.75752232,,1000,1000
F,KANSAS ENDOSCOPY LLC,,,,1386750218,848 N ST FRANCIS,Wichita,KS,67214,-97.33134095,37.69958252,,1000,1000
F,SELECT SPECIALTY HOSPITAL WICHITA,,,,1386750218,929 NORTH ST FRANCIS,Wichita,KS,67214,-97.33134095,37.69958252,,1000,1000
F,VIA CHRISTI - TRANSPLANT UNIT,,,,1386750218,929 N ST FRANCIS,Wichita,KS,67214,-97.33134095,37.69958252,,1000,1000
H,"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.",,170122,,1386750218,929 NORTH ST FRANCIS STREET,WICHITA,KS,67214,-97.33134095,37.69958252,,1000,1000
H,SELECT SPECIALTY HOSPITAL WICHITA,,172007,,1386750218,929 NORTH ST FRANCIS,WICHITA,KS,67214,-97.33134095,37.69958252,,1000,1000
H,INPATIENT CONSULTANTS OF KANSAS PA,,1003477522,,1386750218,929 N ST FRANCIS,WICHITA,KS,67214,-97.33134095,37.69958252,,1000,1000
H,"ANESTHESIA CONSULTING SERVICES, PA",,1013145572,,1386750218,929 N SAINT FRANCIS AVE,WICHITA,KS,67214,-97.33134095,37.69958252,,1000,1000
H,COGENT HEALTHCARE OF TEXAS PA,,1053869917,,1386750218,929 N SAINT FRANCIS AVE,WICHITA,KS,67214,-97.33134095,37.69958252,,1000,1000
H,ASCENSION VIA CHRISTI HOSPITALS WICHITA INC,,1124000435,,1386750218,929 N SAINT FRANCIS AVE,WICHITA,KS,67214,-97.33134095,37.69958252,,1000,1000
H,CARDIOVASCULAR CARE PA,,1164493201,,1386750218,929 N SAINT FRANCIS AVE,WICHITA,KS,67214,-97.33134095,37.69958252,,1000,1000
H,RICHARD A STECKLEY MD PA,,1184759797,,1386750218,929 N ST FRANCIS,WICHITA,KS,67214,-97.33134095,37.69958252,,1000,1000
H,AZIZ R MAKSOUD MD PA,,1306015060,,1386750218,929 N ST FRANCIS,WICHITA,KS,67214,-97.33134095,37.69958252,,1000,1000
H,"ASCENSION MEDICAL GROUP VIA CHRISTI, PA",,1316956493,,1386750218,848 N SAINT FRANCIS AVE,WICHITA,KS,67214,-97.33134095,37.69958252,,1000,1000
H,"WICHITA NEPHROLOGY GROUP, PA",,1316990781,,1386750218,929 N ST FRANCIS,WICHITA,KS,67214,-97.33134095,37.69958252,,1000,1000
H,HOSPITALIST MEDICINE PHYSICIANS OF TEXAS PLLC,,1386165702,,1386750218,929 N SAINT FRANCIS AVE,WICHITA,KS,67214,-97.33134095,37.69958252,,1000,1000
H,"SOUTHCENTRAL PATHOLOGY LABORATORY, PA",,1396772703,,1386750218,929 N ST FRANCIS,WICHITA,KS,67214,-97.33134095,37.69958252,,1000,1000
H,TRUE PHYSICAL THERAPY PA,,1336372887,,1386749219,1819 N GREENWICH RD,WICHITA,KS,67206,-97.20855167,37.71654222,,1000,1000
H,DRS PRICE YOUNG ODLE & HORSCH PA,,20285133,,1386744817,800 N 4TH ST,BURLINGTON,KS,66839,-95.73906772,38.20195176,,1000,1000
L,WINFIELD PUBLIC LIBRARY,137917,,2399022884,1386741880,605 College,Winfield,KS,67156,-96.97942876,37.24317698,,1000,1000
F,CUMBERNAULD VILLAGE,,,,1386741813,716 TWEED ST,Winfield,KS,67156,-96.97423924,37.25518018,,1000,1000
H,CUMBERNAULD VILLAGE,,,,1386741813,716 TWEED STREET,WINFIELD,KS,67156,-96.97423924,37.25518018,,1000,1000
H,KEY REHABILITATION INC,,1326788902,,1386741813,716 TWEED,WINFIELD,KS,67156,-96.97423924,37.25518018,,1000,1000
S,SACRED HEART SCHOOL,77493,,,1386735622,102 COTTONWOOD ST,EMPORIA,KS,66801,-96.17343916,38.3993365,,1000,1000
G,BUTLER COUNTY,,,,1386731997,205 W Central Ave,El Dorado,KS,67042,-96.85193995,37.81692088,,1000,
H,SUSAN B ALLEN MEM HOSPITAL HHA,,177053,,1386731060,620 W CENTRAL,EL DORADO,KS,67042,-96.85787854,37.81769195,,1000,
S,ANDOVER CENTRAL MIDDLE SCHOOL,224896,,2399003685,1386726861,903 E. Central,Andover,KS,67002,-97.12461728,37.69252682,,1000,5000
S,SUNFLOWER ELEMENTARY SCHOOL,220663,,2399003685,1386726639,616 E. Douglas,Andover,KS,67002,-97.12667848,37.69121779,,1000,
S,CENTRAL MIDDLE,76731,,,1386719422,925 Ivandale,Kansas City,KS,66101,-94.63329014,39.0953371,,1000,
S,F L SCHLAGLE HIGH,76759,,2399047843,1386717367,2214 N 59th St,Kansas City,KS,66104,-94.71877363,39.1311783,,1000,
S,PIPER MIDDLE,76795,,2399036317,1386714190,4420 North 107 Street,Kansas City,KS,66109,-94.83135195,39.16664223,,1000,
P,NORTH NEWTON HOUSING AUTHORITY,,,,1386705868,307 WEST 24TH St.,NORTH NEWTON,KS,67117,-97.34890661,38.07120079,,1000,1000
F,SCHOWALTER VILLA,,,,1386704959,200 W CEDAR,Hesston,KS,67062,-97.43271709,38.13128679,,1000,1000
H,SCHOWALTER VILLA,,175386,,1386704959,200 W CEDAR,HESSTON,KS,67062,-97.43271709,38.13128679,,1000,1000
S,LAKIN HIGH,78143,,2399013293,1386700472,407 N Campbell,Lakin,KS,67860,-101.2643233,37.94033722,,1000,1000
S,OSBORNE ELEM,77840,,2399044948,1386697955,234 N Third,Osborne,KS,67473,-98.69716257,39.44035822,,1000,
G,OSBORNE COUNTY DISTRICT COURT,,,,1386697825,423 W Main St,Osborne,KS,67473,-98.70137399,39.43770896,,1000,
S,OSBORNE JUNIOR/SENIOR HIGH,77839,,2399044948,1386697605,219 N Second,Osborne,KS,67473,-98.6968844,39.44042861,,1000,
S,ALLEN COMMUNITY COLLEGE,,,,1386692989,100 BLOOMQUIST DR,BURLINGAME,KS,66413,-95.83779553,38.75846003,,1000,
S,BURLINGAME JUNIOR/SENIOR HIGH,76939,,2399010595,1386692989,100 Bloomquist Dr.,Burlingame,KS,66413,-95.83779553,38.75846003,,1000,
S,BURLINGAME ELEMENTARY,76941,,2399010595,1386692989,100 Bloomquist Dr.,Burlingame,KS,66413,-95.83779553,38.75846003,,1000,
P,VICTORIA HOUSING AUTHORITY,,,,1386688589,612 Grant St Ter,VICTORIA,KS,67671,-99.14764058,38.85242881,,1000,1000
S,HIGHLAND COMMUNITY COLLEGE,,,,1386680078,606 W Main,Highland,KS,66035,-95.27384514,39.86296148,,1000,
F,BELOIT POLICE DEPT,,,,1386671136,114 S Campbell Ave,Beloit,KS,67420,-98.10792851,39.45855042,,1000,1000
F,MITCHELL COUNTY 911 COMMUNICATIONS CENTER,,,,1386671136,114 S Campbell Ave,Beloit,KS,67420,-98.10792851,39.45855042,,1000,1000
F,REPUBLIC COUNTY COMMUNICATIONS CENTER,,,,1386671136,114 S Campbell Ave,Beloit,KS,67420,-98.10792851,39.45855042,,1000,1000
H,"COMMUNITY HOSPICES OF AMERICA, LLC",,171560,,1386667632,200 E CENTENNIAL,PITTSBURG,KS,66762,-94.70463928,37.38074064,,1000,1000
H,ASCENSION AT HOME,,177117,,1386667632,200 E CENTENNIAL DRIVE,PITTSBURG,KS,66762,-94.70463928,37.38074064,,1000,1000
H,APOLLO MEDICAL SERVICES,,20233479,,1386667632,200 E CENTENNIAL DR,PITTSBURG,KS,66762,-94.70463928,37.38074064,,1000,1000
S,WEST FRANKLIN HIGH SCHOOL,16044775,,2399043009,1386656111,511 East Franklin,Pomona,KS,66076,-95.44552837,38.6093065,,1000,50
